SerialNumber,WentLiveOn
VSH317650,7/17/2017
VSH317649,7/17/2017
VSH312268_OLD2,7/17/2017
VSH318467_OLD5,7/17/2017
VSH209311_OLD2,7/17/2017
VSH400108,7/17/2017
VSH400110,7/17/2017
VSH400107,7/17/2017
VSH400114,7/17/2017
VSH400113,7/17/2017
VSH400109,7/17/2017
VSH400111_OLD,7/17/2017
VSH317213,7/18/2017
VSH400066,7/18/2017
VSH317636_OLD,7/18/2017
VSH400084,7/18/2017
VSH317681,7/18/2017
VSH317701,7/18/2017
VSH317708,7/18/2017
VSH317737_OLD,7/18/2017
VSH317736_old,7/18/2017
VSH317720_OLD,7/18/2017
VSH317883,7/18/2017
VSH400094,7/18/2017
VSH314264,7/18/2017
VSH109054,7/18/2017
VSH316260,7/18/2017
VSH317765,7/19/2017
VSH317829,7/19/2017
VSH109046,7/19/2017
VSH209337,7/19/2017
VSH317408,7/20/2017
VSH317662_OLD,7/20/2017
VSH317810,7/20/2017
VSH317825,7/20/2017
VSH317839,7/20/2017
VSH400080,7/21/2017
VSH317700,7/21/2017
VSH317760,7/21/2017
VSH317899_OLD,7/21/2017
VSH400085,7/24/2017
VSH317603,7/24/2017
VSH317797,7/24/2017
VSH317872,7/24/2017
VSH317954_OLD,7/24/2017
VSH317631,7/24/2017
VSH317276_OLD,7/25/2017
VSH317264,7/25/2017
VSH400072,7/25/2017
VSH317871_REL,7/25/2017
VSH317881,7/25/2017
VSH317941,7/25/2017
VSH317463,7/26/2017
VSH317726,7/26/2017
VSH317772,7/26/2017
VSH317845,7/26/2017
VSH317993,7/26/2017
VSH400128,7/26/2017
VSH317682,7/26/2017
VSH317268,7/27/2017
VSH317273,7/27/2017
VSH317543,7/27/2017
VSH317832_REL,7/27/2017
VSH317900,7/27/2017
VSH317931,7/27/2017
VSH317930,7/27/2017
VSH209885_REL,7/27/2017
VSH318116_old,7/27/2017
VSH317286,7/28/2017
VSH317479_OLD,7/28/2017
VSH317801,7/28/2017
VSH317843_OLD,7/28/2017
VSH400125,7/28/2017
VSH400135,7/28/2017
VSH317859,7/28/2017
VSH313185,7/28/2017
VSH317639_OLD,7/29/2017
VSH400087,7/29/2017
VSH400067,7/31/2017
VSH317724_OLD,7/31/2017
VSH317863,7/31/2017
VSH317918_OLD,7/31/2017
vsh318024__old,7/31/2017
VSH311069_OLD3,7/31/2017
VSH318110,7/31/2017
VSH317120,7/31/2017
VSH318092,7/31/2017
VSH317282_OLD,8/1/2017
VSH317285,8/1/2017
VSH317594,8/1/2017
VSH317837,8/1/2017
VSH317910_OLD,8/1/2017
VSH317192_REL,8/1/2017
VSH318089,8/1/2017
VSH400134,8/1/2017
VSH318081_OLD,8/1/2017
VSH318074_OLD,8/1/2017
VSH317841,8/2/2017
VSH317893,8/2/2017
VSH317948,8/2/2017
VSH318072,8/2/2017
VSH400138,8/2/2017
VSH318129_OLD,8/2/2017
VSH315345,8/2/2017
VSH314870,8/2/2017
VSH317270,8/3/2017
VSH317450,8/3/2017
VSH317903,8/3/2017
VSH317957,8/3/2017
VSH209122,8/3/2017
VSH400143,8/3/2017
VSH400136,8/3/2017
VSH400060,8/4/2017
VSH317612,8/4/2017
VSH317962_OLD,8/4/2017
VSH317538_OLD2,8/4/2017
VSH317407,8/7/2017
VSH317668,8/7/2017
VSH317966,8/7/2017
VSH311983,8/7/2017
VSH318062_OLD,8/7/2017
VSH318169,8/7/2017
VSH317725,8/8/2017
VSH312137,8/8/2017
VSH318053,8/8/2017
VSH318207_OLD,8/8/2017
VSH317975,8/9/2017
VSH318057_OLD,8/9/2017
VSH318108,8/9/2017
VSH318162,8/9/2017
VSH317947_OLD,8/9/2017
VSH318293,8/9/2017
VSH318292,8/9/2017
VSH312008,8/9/2017
VSH317955,8/10/2017
VSH315806,8/10/2017
VSH318226,8/10/2017
VSH317119,8/11/2017
VSH317746_OLD,8/11/2017
VSH317856_OLD,8/11/2017
VSH317981_OLD,8/11/2017
VSH317992,8/11/2017
VSH317999,8/11/2017
VSH318122_OLD,8/11/2017
VSH318222,8/11/2017
VSH318294,8/11/2017
VSH318310_OLD,8/11/2017
VSH318311,8/11/2017
VSH318312,8/11/2017
VSH318291_OLD,8/13/2017
VSH317847,8/14/2017
VSH400053,8/14/2017
VSH400056,8/14/2017
VSH318030,8/14/2017
VSH318220,8/14/2017
VSH317162_OLDOLD,8/14/2017
VSH317683_OLD,8/15/2017
VSH317898_OLD,8/15/2017
VSH318041,8/15/2017
VSH318150,8/15/2017
VSH318217_OLD,8/15/2017
VSH318187,8/15/2017
VSH318265,8/15/2017
VSH317506_REL,8/15/2017
VSH317679_OLD,8/16/2017
VSH400101,8/16/2017
VSH317897,8/16/2017
VSH318060,8/16/2017
VSH312402,8/16/2017
VSH318127_OLD,8/16/2017
VSH318156,8/16/2017
VSH318171,8/16/2017
VSH317901_OLD,8/17/2017
VSH317943,8/17/2017
VSH318124,8/17/2017
VSH318172_REL,8/17/2017
VSH318223_REL,8/17/2017
VSH318196,8/17/2017
VSH318263,8/17/2017
VSH318285,8/17/2017
VSH317475_OLD,8/18/2017
VSH316489_TAP,8/18/2017
VSH318149,8/18/2017
VSH318341,8/18/2017
VSH318342,8/18/2017
VSH317879,8/19/2017
VSH317911_OLD,8/19/2017
VSH317927,8/19/2017
VSH317973,8/21/2017
VSH318049,8/21/2017
VSH318155,8/21/2017
VSH318153,8/21/2017
VSH318190_OLD,8/21/2017
VSH317568,8/21/2017
VSH318282,8/21/2017
VSH318275,8/21/2017
VSH318327_OLD,8/21/2017
VSH318098,8/21/2017
VSH318405OLD,8/21/2017
VSH316917_old,8/22/2017
VSH317907,8/22/2017
VSH317998,8/22/2017
VSH318031,8/22/2017
VSH318160,8/22/2017
VSH318246_OLD,8/22/2017
VSH318195,8/22/2017
VSH250311,8/22/2017
VSH318286_REL,8/22/2017
VSH400088,8/23/2017
VSH400091,8/23/2017
VSH317778_OLD,8/23/2017
VSH317967,8/23/2017
VSH318180_OLD,8/23/2017
VSH318232,8/23/2017
VSH318178,8/23/2017
VSH318245_OLD,8/23/2017
VSH318262_OLD,8/23/2017
VSH317656,8/23/2017
VSH315880_OLD2,8/23/2017
VSH318321,8/23/2017
VSH318350,8/23/2017
VSH318347_OLD,8/23/2017
VSH317501_REL,8/23/2017
VSH316784,8/24/2017
VSH312461_OLD2,8/24/2017
VSH317821,8/24/2017
VSH318204_OLD,8/24/2017
VSH318257,8/24/2017
VSH318205,8/24/2017
VSH318192,8/24/2017
VSH318215_OLD,8/24/2017
VSH400147,8/24/2017
VSH318340,8/24/2017
VSH318363,8/24/2017
VSH318356_OLD,8/24/2017
VSH318368,8/24/2017
VSH209637,8/24/2017
VSH318101,8/25/2017
VSH318119_OLD2,8/25/2017
VSH318224_old,8/25/2017
VSH109436,8/25/2017
VSH318283INA,8/25/2017
VSH318325_OLD,8/25/2017
VSH318364,8/25/2017
VSH318366,8/25/2017
VSH318147,8/28/2017
VSH250411,8/28/2017
VSH318329,8/28/2017
VSH318320,8/28/2017
VSH318367,8/28/2017
VSH318375_OLD,8/28/2017
VSH318372_OLD,8/28/2017
VSH318394,8/28/2017
VSH318389,8/28/2017
VSH318428_OLD,8/28/2017
VSH318475,8/28/2017
VSH317122,8/29/2017
VSH317480,8/29/2017
vsh318007_old,8/29/2017
VSH318099,8/29/2017
VSH318073_OLD,8/29/2017
VSH318228_OLD,8/29/2017
VSH109485,8/29/2017
VSH318443,8/29/2017
VSH318431_PCSWAP,8/29/2017
VSH316995,8/29/2017
VSH209786,8/29/2017
VSH318003_OLD,8/30/2017
VSH318163,8/30/2017
VSH318184,8/30/2017
VSH318185_OLD,8/30/2017
VSH318361_OLD,8/30/2017
VSH318358,8/30/2017
VSH318376_OLD,8/30/2017
VSH318387,8/30/2017
VSH318444,8/30/2017
VSH318491,8/30/2017
VSH314364,8/30/2017
VSH318252,8/31/2017
VSH318362_OLD,8/31/2017
VSH318381,8/31/2017
VSH400148,8/31/2017
VSH317964,8/31/2017
VSH318094_OLD,9/1/2017
VSH209279,9/1/2017
VSH318388_OLD,9/1/2017
VSH318158,9/1/2017
VSH312351_REL1,9/1/2017
VSH312346_REL1,9/1/2017
VSH312301,9/2/2017
VSH209772,9/5/2017
VSH317871,9/5/2017
VSH316989,9/5/2017
VSH318365,9/5/2017
VSH318415,9/5/2017
VSH317513,9/5/2017
VSH317835_OLD,9/5/2017
VSH317814_OLD,9/5/2017
VSH317832_OLD,9/5/2017
VSH317796_OLD2,9/6/2017
VSH317905,9/6/2017
VSH318236,9/6/2017
VSH317784_OLD,9/6/2017
VSH317785,9/6/2017
VSH318266_OLD,9/6/2017
VSH318281,9/6/2017
VSH400150,9/6/2017
VSH318409,9/6/2017
VSH209169,9/6/2017
VSH312009,9/6/2017
VSH317949_OLD,9/7/2017
VSH318016,9/7/2017
VSH318261_OLD,9/7/2017
VSH318272,9/7/2017
VSH318273_OLD,9/7/2017
VSH318269_OLD,9/7/2017
VSH318378_OLD,9/7/2017
VSH318360,9/7/2017
VSH318390,9/7/2017
VSH209364,9/7/2017
VSH209116_REL,9/8/2017
VSH318391,9/8/2017
VSH318383_OLD,9/8/2017
VSH311334_PCSWAP,9/8/2017
VSH318380,9/8/2017
VSH318519_OLD,9/8/2017
VSH318123,9/9/2017
VSH310548,9/9/2017
VSH313919,9/10/2017
VSH318113,9/11/2017
VSH400144,9/11/2017
VSH318145_OLD,9/11/2017
VSH318276,9/11/2017
VSH318354,9/11/2017
VSH318373,9/11/2017
VSH318435_OLD,9/11/2017
VSH318568_OLD,9/11/2017
VSH318558,9/11/2017
VSH318238,9/12/2017
VSH318384,9/12/2017
VSH318374,9/12/2017
VSH400151,9/12/2017
VSH318441,9/12/2017
VSH400082,9/13/2017
VSH318392,9/13/2017
VSH318386,9/13/2017
VSH318494_OLD,9/13/2017
VSH315632,9/13/2017
VSH314396,9/13/2017
VSH317944,9/14/2017
VSH317977,9/14/2017
VSH317533,9/14/2017
VSH318268,9/14/2017
VSH318305,9/14/2017
VSH318437_OLD,9/14/2017
VSH318472,9/14/2017
VSH318486_OLD,9/14/2017
VSH316192,9/15/2017
VSH317539_OLD,9/15/2017
VSH312077_old,9/15/2017
VSH317196,9/17/2017
VSH318047_REL,9/18/2017
VSH318179,9/18/2017
VSH318267_OLD,9/18/2017
VSH318395,9/18/2017
VSH318430_OLD,9/18/2017
VSH318550,9/18/2017
VSH318554,9/18/2017
VSH318626,9/18/2017
VSH209688,9/18/2017
VSH312015,9/18/2017
VSH317799_OLD,9/19/2017
VSH318255_REL,9/19/2017
VSH318445,9/19/2017
VSH318567_REL,9/19/2017
VSH318587,9/19/2017
VSH318625_OLD,9/19/2017
VSH666666,9/19/2017
VSH318670,9/19/2017
VSH313816_OLD4,9/19/2017
VSH317638,9/19/2017
VSH316050_OLD4,9/19/2017
VSH317996,9/20/2017
VSH318335,9/20/2017
VSH318371,9/20/2017
VSH318422_OLD,9/20/2017
VSH318471_OLD,9/20/2017
VSH318526,9/20/2017
VSH318579_OLD,9/20/2017
VSH318599,9/20/2017
VSH317864,9/21/2017
VSH317917,9/21/2017
VSH318440_OLD,9/21/2017
VSH400157,9/21/2017
VSH209568_OLD2,9/21/2017
VSH317558,9/22/2017
VSH317587_OLD,9/22/2017
VSH318271_OLD,9/22/2017
VSH318524,9/22/2017
VSH250334,9/22/2017
VSH318667,9/22/2017
VSH318421,9/23/2017
VSH318448,9/23/2017
VSH318351,9/24/2017
VSH318685_OLD,9/24/2017
VSH318348_OLD,9/25/2017
VSH400164,9/25/2017
VSH318506,9/25/2017
VSH318574_OLD,9/25/2017
VSH318671,9/25/2017
VSH315623_OLD,9/25/2017
VSH311864,9/25/2017
VSH400100,9/26/2017
VSH318296_old,9/26/2017
VSH318542_OLD,9/26/2017
VSH318601,9/26/2017
VSH318674,9/26/2017
VSH318690_OLD,9/26/2017
VSH315427,9/26/2017
VSH318198,9/27/2017
VSH318337,9/27/2017
VSH318411_OLD,9/27/2017
VSH318397,9/27/2017
VSH318662_OLD,9/27/2017
VSH400158,9/28/2017
VSH318577_OLD,9/28/2017
VSH400170,9/28/2017
VSH314737,9/28/2017
VSH209098,9/28/2017
VSH209130,9/29/2017
VSH316481_OLD2,9/29/2017
VSH311218,9/29/2017
VSH316692,9/29/2017
VSH318844_OLD,9/30/2017
VSH250356,10/2/2017
VSH317929,10/2/2017
VSH318343,10/2/2017
VSH318345,10/2/2017
VSH318481,10/2/2017
VSH318501_OLD,10/2/2017
VSH318591,10/2/2017
VSH318643,10/2/2017
VSH318669_OLD,10/2/2017
VSH318676,10/2/2017
VSH318291,10/2/2017
VSH313037,10/2/2017
VSH316992_OLD,10/3/2017
VSH318213,10/3/2017
VSH318466,10/3/2017
VSH318508,10/3/2017
VSH400160,10/3/2017
VSH400159,10/3/2017
VSH318754,10/3/2017
VSH314379,10/3/2017
VSH400081,10/4/2017
VSH400140,10/4/2017
VSH318564,10/4/2017
VSH318573_OLD,10/4/2017
VSH318552,10/4/2017
VSH400175,10/4/2017
VSH318834_OLD,10/4/2017
VSH317380,10/4/2017
VSH400042,10/5/2017
VSH318105,10/5/2017
VSH318107,10/5/2017
VSH318221_OLD,10/5/2017
VSH318197,10/5/2017
VSH318231_OLD,10/5/2017
VSH318566_OLD,10/5/2017
VSH318565,10/5/2017
VSH318605_OLD,10/5/2017
VSH318603,10/5/2017
VSH318621_OLD,10/5/2017
VSH318835,10/5/2017
VSH400041,10/6/2017
VSH318456,10/7/2017
VSH318814,10/7/2017
VSH315941,10/9/2017
VSH209476,10/9/2017
VSH318548,10/9/2017
VSH318598,10/9/2017
VSH318637_OLD,10/9/2017
VSH400168,10/9/2017
VSH318747_OLD,10/9/2017
VSH318891,10/9/2017
VSH318884,10/9/2017
VSH318863,10/9/2017
VSH400192,10/9/2017
VSH317064_OLD,10/10/2017
VSH318518,10/10/2017
VSH310439,10/10/2017
VSH316401_OLD2,10/10/2017
VSH400171,10/10/2017
VSH318969_OLD,10/10/2017
VSH318750,10/10/2017
VSH316415,10/11/2017
VSH318135_OLD,10/11/2017
VSH318214,10/11/2017
VSH318433,10/11/2017
VSH318697_PCSWAP,10/11/2017
VSH400181_OLD,10/11/2017
VSH318841,10/11/2017
VSH316867_REL,10/11/2017
VSH210079,10/11/2017
VSH318634,10/12/2017
VSH318624,10/12/2017
VSH318742,10/12/2017
VSH318720,10/12/2017
VSH318829,10/12/2017
VSH310035,10/12/2017
VSH318575_REL,10/12/2017
VSH400052_OLD,10/13/2017
VSH318377,10/13/2017
VSH318790_OLD,10/13/2017
VSH313330_OLD2,10/13/2017
VSH318778,10/13/2017
VSH317985,10/14/2017
VSH318539,10/14/2017
VSH318503,10/14/2017
VSH314902,10/14/2017
VSH318661_OLD,10/16/2017
VSH318735_OLD,10/16/2017
VSH318815_OLD,10/16/2017
VSH318882,10/16/2017
VSH316873,10/16/2017
VSH318082,10/17/2017
VSH318484,10/17/2017
VSH318635_OLD,10/17/2017
VSH318692,10/17/2017
VSH318718,10/17/2017
VSH318663,10/17/2017
VSH209043_OLD,10/17/2017
VSH317886,10/18/2017
VSH318436,10/18/2017
VSH318639_OLD,10/18/2017
VSH318683_OLD,10/18/2017
VSH400173,10/18/2017
VSH318803_OLD,10/18/2017
VSH318827,10/18/2017
VSH311782,10/18/2017
VSH318831,10/18/2017
VSH318887,10/18/2017
VSH318875,10/18/2017
VSH318885,10/18/2017
VSH318968_OLD,10/18/2017
VSH400188,10/18/2017
VSH318361_OLD2,10/18/2017
VSH318739,10/19/2017
VSH318771,10/19/2017
VSH400174,10/19/2017
VSH318791,10/19/2017
VSH400152_OLD,10/20/2017
VSH318761,10/20/2017
VSH314668,10/23/2017
VSH318888,10/23/2017
VSH400163,10/24/2017
VSH400153,10/24/2017
VSH318576_OLD,10/24/2017
VSH400155,10/24/2017
VSH318525,10/24/2017
VSH318806,10/24/2017
VSH317541,10/24/2017
VSH318878,10/24/2017
VSH318859,10/24/2017
VSH209948,10/24/2017
VSH319030,10/24/2017
VSH319048,10/24/2017
VSH317892,10/25/2017
VSH318424,10/25/2017
VSH318695,10/25/2017
VSH318725,10/25/2017
VSH318849,10/25/2017
VSH400183,10/25/2017
VSH400185,10/25/2017
VSH318881,10/25/2017
VSH317598,10/25/2017
VSH319091,10/25/2017
VSH318182,10/26/2017
VSH318807,10/26/2017
VSH318705,10/26/2017
VSH318866,10/26/2017
VSH400189,10/26/2017
VSH400191,10/26/2017
VSH318958_OLD,10/26/2017
VSH312944,10/26/2017
VSH318666,10/27/2017
VSH318709,10/27/2017
VSH318787OLD,10/27/2017
VSH209569,10/27/2017
VSH318722,10/27/2017
VSH318959_OLD,10/27/2017
VSH319143,10/27/2017
VSH400179,10/27/2017
VSH318194,10/30/2017
VSH318527,10/30/2017
VSH318547,10/30/2017
VSH318647,10/30/2017
VSH318652,10/30/2017
VSH318657,10/30/2017
VSH400197,10/30/2017
VSH400029,10/30/2017
VSH318966_OLD,10/30/2017
VSH318922,10/30/2017
VSH318308,10/30/2017
VSH109480,10/31/2017
VSH400154,10/31/2017
VSH318755,10/31/2017
VSH318802,10/31/2017
VSH318795,10/31/2017
VSH400202,10/31/2017
VSH318873,10/31/2017
VSH318946_OLD,10/31/2017
VSH318931_old,10/31/2017
VSH319038,10/31/2017
VSH318988,10/31/2017
VSH318971,10/31/2017
VSH318514_Old,11/1/2017
VSH318810,11/1/2017
VSH318921,11/1/2017
VSH315373,11/1/2017
VSH318517,11/1/2017
VSH313868,11/1/2017
VSH318622,11/2/2017
VSH318696_OLD,11/2/2017
VSH318928,11/2/2017
VSH318993_OLD,11/2/2017
VSH318935,11/3/2017
VSH318773,11/3/2017
VSH314912,11/4/2017
VSH317794,11/5/2017
VSH318193_OLD,11/6/2017
VSH400184,11/6/2017
VSH318949,11/6/2017
VSH319062,11/6/2017
VSH319096,11/6/2017
VSH318399,11/7/2017
VSH318682_old,11/7/2017
VSH318681_old,11/7/2017
VSH318899,11/7/2017
VSH318892,11/7/2017
VSH318981,11/7/2017
VSH319000_V5,11/7/2017
VSH319088_OLD2,11/7/2017
VSH318362,11/7/2017
VSH318825_OLD,11/8/2017
VSH318890,11/8/2017
VSH318945_OLD,11/8/2017
VSH400195,11/8/2017
VSH400180,11/8/2017
VSH400193,11/8/2017
VSH318982,11/8/2017
VSH250089,11/8/2017
VSH319042,11/9/2017
VSH317589,11/9/2017
VSH318631,11/10/2017
VSH318794,11/10/2017
VSH318734_OLD,11/10/2017
VSH312323,11/10/2017
VSH400201,11/11/2017
VSH319002,11/12/2017
VSH319016,11/13/2017
VSH319055,11/13/2017
VSH319222_OLD2,11/13/2017
VSH318826_OLD,11/14/2017
VSH400190,11/14/2017
VSH400182,11/14/2017
VSH318999,11/14/2017
VSH319034,11/14/2017
VSH319067,11/14/2017
VSH319066,11/14/2017
VSH318042,11/14/2017
VSH319184_REL,11/14/2017
VSH318846,11/14/2017
VSH209893,11/14/2017
VSH318911,11/14/2017
VSH210172_V5,11/14/2017
VSH318824_OLD,11/15/2017
VSH318937,11/15/2017
VSH318917_V5,11/15/2017
VSH318990,11/15/2017
VSH319043,11/15/2017
VSH318976,11/15/2017
VSH319107,11/15/2017
VSH319167,11/15/2017
VSH210077,11/15/2017
VSH209745,11/15/2017
VSH319254,11/15/2017
VSH317085,11/15/2017
VSH310837,11/15/2017
VSH400032_OLD3,11/15/2017
VSH400162,11/15/2017
VSH318632,11/16/2017
VSH318799,11/16/2017
VSH318961,11/16/2017
VSH319046,11/16/2017
VSH319076_OLD,11/16/2017
VSH250391,11/16/2017
VSH313291,11/16/2017
VSH400178,11/16/2017
VSH400068_OLD,11/17/2017
VSH319006_OLD,11/17/2017
VSH210011,11/17/2017
VSH318536,11/18/2017
VSH400146,11/20/2017
VSH318416_OLD,11/20/2017
VSH318954_OLD,11/20/2017
VSH319095_OLD,11/20/2017
VSH319106,11/20/2017
VSH319072,11/20/2017
VSH319077,11/20/2017
VSH319268,11/20/2017
VSH318845_OLD,11/21/2017
VSH319281,11/21/2017
VSH319147,11/22/2017
VSH319172,11/22/2017
VSH400142,11/27/2017
VSH318962_V5,11/27/2017
VSH318952,11/27/2017
VSH318925_OLD,11/27/2017
VSH318934_OLD,11/27/2017
VSH319029,11/27/2017
VSH319079,11/27/2017
VSH319154,11/27/2017
VSH319189,11/27/2017
VSH319260,11/27/2017
VSH319039_OLD,11/28/2017
VSH319165,11/28/2017
VSH319129,11/28/2017
VSH315803,11/28/2017
VSH315150_OLD2,11/28/2017
VSH318768,11/29/2017
VSH400198_OLD,11/29/2017
VSH319040,11/29/2017
VSH319173,11/29/2017
VSH319208,11/29/2017
VSH319249,11/29/2017
VSH319191_OLD,11/29/2017
VSH317982,11/30/2017
VSH319125,11/30/2017
VSH319266,11/30/2017
VSH313360,11/30/2017
VSH400127,11/30/2017
VSH319018_OLD,12/1/2017
VSH315800,12/1/2017
VSH209149,12/1/2017
VSH319333_OLD,12/1/2017
VSH319121_OLD,12/2/2017
VSH319135,12/2/2017
VSH318279_OLD,12/3/2017
VSH319093_OLD,12/3/2017
VSH319270,12/3/2017
VSH318655,12/4/2017
VSH318853_OLD,12/4/2017
VSH319108,12/4/2017
VSH319115,12/4/2017
VSH319092_OLD,12/4/2017
VSH319145,12/4/2017
VSH319294_OLD,12/4/2017
VSH319371_OLD,12/4/2017
VSH315009,12/4/2017
VSH318087_OLD,12/5/2017
VSH319015,12/5/2017
VSH319166,12/5/2017
VSH319109,12/5/2017
VSH319185,12/5/2017
VSH319193,12/5/2017
VSH319206,12/5/2017
VSH319223,12/5/2017
VSH319255,12/5/2017
VSH400208,12/5/2017
VSH318393,12/6/2017
VSH313701,12/6/2017
VSH319213,12/6/2017
VSH319250,12/6/2017
VSH319230_OLD,12/6/2017
VSH319314,12/6/2017
VSH319420,12/6/2017
VSH318811_REL,12/7/2017
VSH400194,12/7/2017
VSH400196,12/7/2017
VSH319001_OLD,12/7/2017
VSH311054,12/7/2017
VSH318580_OLD,12/8/2017
VSH319342_OLD,12/8/2017
VSH319259,12/8/2017
VSH319097,12/10/2017
VSH319340_OLD,12/11/2017
VSH319239_PCSWAP,12/11/2017
VSH319305,12/11/2017
VSH319258,12/11/2017
VSH319364,12/11/2017
VSH319404,12/11/2017
VSH319161_OLD,12/12/2017
VSH319176,12/12/2017
VSH319295,12/12/2017
VSH319336_OLD,12/12/2017
VSH319334,12/12/2017
VSH400209,12/12/2017
VSH319366,12/12/2017
VSH319399,12/12/2017
VSH314297,12/12/2017
VSH400213,12/13/2017
VSH319394,12/13/2017
VSH209301_REL1,12/13/2017
VSH318047,12/13/2017
VSH319126,12/14/2017
VSH319119,12/14/2017
VSH319195,12/14/2017
VSH319237,12/14/2017
VSH315799,12/14/2017
VSH319482_OLD,12/14/2017
VSH312849,12/14/2017
VSH319341,12/15/2017
VSH319226,12/15/2017
VSH319298,12/15/2017
VSH317405,12/18/2017
VSH319240_OLD,12/18/2017
VSH319349_REL,12/18/2017
VSH400149,12/18/2017
VSH319451_OLD,12/18/2017
VSH317691,12/19/2017
VSH318726_OLD,12/19/2017
VSH319338,12/19/2017
VSH319317,12/19/2017
VSH319409,12/19/2017
VSH319383_OLD,12/19/2017
VSH319506,12/19/2017
VSH316731,12/20/2017
VSH316729,12/20/2017
VSH319288,12/20/2017
VSH319293,12/20/2017
VSH319407,12/20/2017
VSH319494_OLD,12/20/2017
VSH319242,12/21/2017
VSH400222,12/21/2017
VSH400219,12/21/2017
VSH319483,12/21/2017
VSH319518,12/21/2017
VSH400156,12/21/2017
VSH319355,12/22/2017
VSH319365_OLD,12/22/2017
VSH319495_REL,12/22/2017
VSH315226,12/22/2017
VSH209728,12/22/2017
VSH318502,12/23/2017
VSH319291,12/27/2017
VSH319300,12/27/2017
VSH319470,12/27/2017
VSH319621,12/27/2017
VSH319004_OLD,12/28/2017
VSH319339,12/28/2017
VSH319337,12/28/2017
VSH319309,12/28/2017
VSH319634,12/28/2017
VSH400055,12/28/2017
VSH319350.OLD,12/29/2017
VSH313572,12/29/2017
VSH317255,12/29/2017
VSH319330,12/30/2017
VSH319635_OLD,12/30/2017
VSH319640,12/30/2017
VSH319645,12/30/2017
VSH317240,12/30/2017
VSH319606,12/31/2017
VSH318716,1/2/2018
VSH319014_OLD,1/2/2018
VSH319221,1/2/2018
VSH319248,1/2/2018
VSH319245,1/2/2018
VSH319241,1/2/2018
VSH319286,1/2/2018
VSH319262,1/2/2018
VSH319351,1/2/2018
VSH319411,1/2/2018
VSH319462,1/2/2018
VSH319595,1/2/2018
VSH319631_OLD,1/2/2018
VSH400260,1/2/2018
VSH319324_OLD,1/3/2018
VSH319432,1/3/2018
VSH319437,1/3/2018
VSH319503_OLD,1/3/2018
VSH400227,1/3/2018
VSH250600,1/4/2018
VSH313546,1/4/2018
VSH319177,1/4/2018
VSH400215,1/4/2018
VSH319382,1/4/2018
VSH319464,1/4/2018
VSH319447,1/4/2018
VSH318039,1/5/2018
VSH319111,1/5/2018
VSH319284,1/5/2018
VSH319454,1/5/2018
VSH319465,1/5/2018
VSH319103__OLD,1/5/2018
VSH319426_OLD,1/5/2018
VSH318942,1/6/2018
VSH319192,1/6/2018
VSH319457,1/6/2018
VSH400225,1/6/2018
VSH250234,1/7/2018
VSH319321,1/8/2018
VSH319466,1/8/2018
VSH400230,1/8/2018
VSH400231_OLD,1/8/2018
VSH319425,1/8/2018
VSH317206,1/9/2018
VSH318677_OLD2,1/9/2018
VSH319269,1/9/2018
VSH319374,1/9/2018
VSH319516,1/9/2018
VSH319555,1/9/2018
VSH319559,1/9/2018
VSH313261,1/9/2018
VSH319360_OLD,1/10/2018
VSH318910,1/10/2018
VSH319461_OLD,1/10/2018
VSH311316,1/10/2018
VSH318261,1/10/2018
VSH319686_OLD,1/10/2018
VSH319228,1/11/2018
VSH319359,1/11/2018
VSH319578_REL,1/11/2018
VSH400228,1/11/2018
VSH318860_OLD,1/12/2018
VSH319112,1/12/2018
VSH400186,1/12/2018
VSH319439,1/13/2018
VSH319257_OLD,1/15/2018
VSH319256,1/15/2018
VSH319685,1/15/2018
VSH319727_OLD,1/15/2018
VSH319361,1/16/2018
VSH319369,1/16/2018
VSH319501,1/16/2018
VSH400241,1/16/2018
VSH319707,1/16/2018
VSH319692_OLD,1/16/2018
VSH316922,1/16/2018
VSH209200,1/16/2018
VSH318306,1/17/2018
VSH318516,1/17/2018
VSH318947_OLD,1/17/2018
VSH319155_OLD,1/17/2018
VSH319229,1/17/2018
VSH319509,1/17/2018
VSH319668_OLD,1/17/2018
VSH319687,1/17/2018
VSH319726_REL,1/17/2018
VSH317770,1/18/2018
VSH319633,1/18/2018
VSH317683,1/18/2018
VSH318279,1/18/2018
VSH319619,1/19/2018
VSH319658,1/19/2018
VSH314479,1/19/2018
VSH318756_REL,1/22/2018
VSH319290,1/22/2018
VSH319441_OLD,1/22/2018
VSH319582,1/22/2018
VSH319683,1/22/2018
VSH319068__OLD,1/22/2018
VSH319348_OLD,1/23/2018
VSH400058,1/23/2018
VSH210141,1/23/2018
VSH319772_OLD,1/23/2018
VSH400244,1/23/2018
VSH319151,1/24/2018
VSH316171,1/24/2018
VSH319224,1/25/2018
VSH319488_OLD,1/25/2018
VSH319770,1/25/2018
VSH313357,1/25/2018
VSH319450_OLD,1/29/2018
VSH319577,1/29/2018
VSH319679_OLD,1/29/2018
VSH400243,1/29/2018
VSH319174_OLD,1/30/2018
VSH319402,1/30/2018
VSH319708,1/30/2018
VSH319760,1/30/2018
VSH209585_OLD,1/30/2018
VSH318825_OLD2,1/30/2018
VSH319517_OLD,1/31/2018
VSH319510,1/31/2018
VSH319600_OLD,1/31/2018
VSH319608,1/31/2018
VSH319706,2/1/2018
VSH209897,2/1/2018
